year,state_fips,state_name,total_pop,foreign_born,foreign_born_pct
2019,51,Virginia,8535519,1083823,12.7
2019,53,Washington,7614893,1132834,14.88
2019,54,West Virginia,1792147,28748,1.6
2019,55,Wisconsin,5822434,294239,5.05
2019,56,Wyoming,578759,17769,3.07
2019,72,Puerto Rico,3193694,87133,2.73
2019,17,Illinois,12671821,1766492,13.94
2019,13,Georgia,10617423,1091880,10.28
2019,16,Idaho,1787065,103112,5.77
2019,15,Hawaii,1415872,273012,19.28
2019,18,Indiana,6732219,358598,5.33
2019,19,Iowa,3155070,177769,5.63
2019,20,Kansas,2913314,208900,7.17
2019,21,Kentucky,4467673,196618,4.4
2019,22,Louisiana,4648794,196575,4.23
2019,23,Maine,1344212,52412,3.9
2019,24,Maryland,6045680,929431,15.37
2019,25,Massachusetts,6892503,1190192,17.27
2019,26,Michigan,9986857,700925,7.02
2019,27,Minnesota,5639632,472231,8.37
2019,09,Connecticut,3565287,528365,14.82
2019,12,Florida,21477737,4526428,21.07
2019,01,Alabama,4903185,174952,3.57
2019,02,Alaska,731545,58378,7.98
2019,04,Arizona,7278717,976301,13.41
2019,05,Arkansas,3017804,154286,5.11
2019,06,California,39512223,10564220,26.74
2019,08,Colorado,5758736,546889,9.5
2019,10,Delaware,973764,97270,9.99
2019,11,District of Columbia,705749,85333,12.09
2021,01,Alabama,5039877,176514,3.5
2021,72,Puerto Rico,3263584,87638,2.69
2021,04,Arizona,7276316,915934,12.59
2021,05,Arkansas,3025891,142988,4.73
2021,06,California,39237836,10451810,26.64
2021,08,Colorado,5812069,570273,9.81
2021,09,Connecticut,3605597,549441,15.24
2021,10,Delaware,1003384,101260,10.09
2021,11,District of Columbia,670050,89226,13.32
2021,12,Florida,21781128,4608653,21.16
2021,13,Georgia,10799566,1082965,10.03
2021,15,Hawaii,1441553,270345,18.75
2021,16,Idaho,1900923,115392,6.07
2021,17,Illinois,12671469,1804562,14.24
2021,18,Indiana,6805985,379407,5.57
2021,19,Iowa,3193079,173021,5.42
2021,20,Kansas,2934582,201911,6.88
2021,21,Kentucky,4509394,182011,4.04
2021,22,Louisiana,4624047,199915,4.32
2021,23,Maine,1372247,56068,4.09
2021,24,Maryland,6165129,979051,15.88
2021,25,Massachusetts,6984723,1227488,17.57
2021,26,Michigan,10050811,683293,6.8
2021,27,Minnesota,5707390,487445,8.54
2021,28,Mississippi,2949965,62859,2.13
2021,29,Missouri,6168187,251238,4.07
2021,30,Montana,1104271,24457,2.21
2021,31,Nebraska,1963692,144444,7.36
2021,32,Nevada,3143991,579692,18.44
2021,33,New Hampshire,1388992,82127,5.91
2021,34,New Jersey,9267130,2134981,23.04
2021,35,New Mexico,2115877,192634,9.1
2021,36,New York,19835913,4427356,22.32
2021,37,North Carolina,10551162,869786,8.24
2021,38,North Dakota,774948,33824,4.36
2021,39,Ohio,11780017,584839,4.96
2021,40,Oklahoma,3986639,230620,5.78
2021,41,Oregon,4246155,412396,9.71
2021,42,Pennsylvania,12964056,938636,7.24
2021,44,Rhode Island,1095610,159304,14.54
2021,45,South Carolina,5190705,271280,5.23
2021,46,South Dakota,895376,30983,3.46
2021,47,Tennessee,6975218,370765,5.32
2021,48,Texas,29527941,5092132,17.25
2021,49,Utah,3337975,278336,8.34
2021,50,Vermont,645570,27203,4.21
2021,51,Virginia,8642274,1070347,12.39
2021,53,Washington,7738692,1143311,14.77
2021,54,West Virginia,1782959,27861,1.56
2021,55,Wisconsin,5895908,300760,5.1
2021,56,Wyoming,578803,19898,3.44
2021,02,Alaska,732673,59061,8.06
2022,01,Alabama,5074296,191234,3.77
2022,02,Alaska,733583,55072,7.51
2022,04,Arizona,7359197,962688,13.08
2022,05,Arkansas,3045637,156073,5.12
2022,06,California,39029342,10428025,26.72
2022,08,Colorado,5839926,557528,9.55
2022,09,Connecticut,3626205,568311,15.67
2022,10,Delaware,1018396,101110,9.93
2022,11,District of Columbia,671803,99898,14.87
2022,12,Florida,22244823,4817273,21.66
2022,13,Georgia,10912876,1168022,10.7
2022,15,Hawaii,1440196,246683,17.13
2022,16,Idaho,1939033,115978,5.98
2022,17,Illinois,12582032,1810100,14.39
2022,18,Indiana,6833037,414526,6.07
2022,19,Iowa,3200517,190727,5.96
2022,20,Kansas,2937150,207583,7.07
2022,21,Kentucky,4512310,180899,4.01
2022,22,Louisiana,4590241,192895,4.2
2022,23,Maine,1385340,56419,4.07
2022,24,Maryland,6164660,1029710,16.7
2022,25,Massachusetts,6981974,1259871,18.04
2022,26,Michigan,10034118,695203,6.93
2022,27,Minnesota,5717184,498826,8.73
2022,28,Mississippi,2940057,65448,2.23
2022,29,Missouri,6177957,252575,4.09
2022,30,Montana,1122867,26276,2.34
2022,31,Nebraska,1967923,142569,7.24
2022,32,Nevada,3177772,600957,18.91
2022,33,New Hampshire,1395231,86751,6.22
2022,34,New Jersey,9261699,2181082,23.55
2022,35,New Mexico,2113344,196873,9.32
2022,36,New York,19677151,4459752,22.66
2022,37,North Carolina,10698973,916787,8.57
2022,38,North Dakota,779261,38355,4.92
2022,39,Ohio,11756058,585938,4.98
2022,40,Oklahoma,4019800,242754,6.04
2022,41,Oregon,4240137,420943,9.93
2022,42,Pennsylvania,12972008,978173,7.54
2022,44,Rhode Island,1093734,157594,14.41
2022,45,South Carolina,5282634,273375,5.17
2022,46,South Dakota,909824,31657,3.48
2022,47,Tennessee,7051339,392453,5.57
2022,48,Texas,30029572,5169126,17.21
2022,49,Utah,3380800,292299,8.65
2022,50,Vermont,647064,27454,4.24
2022,51,Virginia,8683619,1105028,12.73
2022,53,Washington,7785786,1188392,15.26
2022,54,West Virginia,1775156,32309,1.82
2022,55,Wisconsin,5892539,294741,5.0
2022,56,Wyoming,581381,17862,3.07
2022,72,Puerto Rico,3221789,84177,2.61
2023,01,Alabama,5108468,203143,3.98
2023,02,Alaska,733406,54571,7.44
2023,04,Arizona,7431344,980927,13.2
2023,05,Arkansas,3067732,162340,5.29
2023,06,California,38965193,10640017,27.31
2023,08,Colorado,5877610,563101,9.58
2023,09,Connecticut,3617176,590608,16.33
2023,10,Delaware,1031890,115129,11.16
2023,11,District of Columbia,678972,95435,14.06
2023,12,Florida,22610726,4996874,22.1
2023,13,Georgia,11029227,1274462,11.56
2023,15,Hawaii,1435138,255755,17.82
2023,16,Idaho,1964726,112009,5.7
2023,17,Illinois,12549689,1878890,14.97
2023,18,Indiana,6862199,432652,6.3
2023,19,Iowa,3207004,188605,5.88
2023,20,Kansas,2940547,207421,7.05
2023,21,Kentucky,4526154,201672,4.46
2023,22,Louisiana,4573749,222672,4.87
2023,23,Maine,1395722,53448,3.83
2023,24,Maryland,6180253,1051891,17.02
2023,25,Massachusetts,7001399,1263580,18.05
2023,26,Michigan,10037261,737552,7.35
2023,27,Minnesota,5737915,495352,8.63
2023,28,Mississippi,2939690,75165,2.56
2023,29,Missouri,6196156,296832,4.79
2023,30,Montana,1132812,24623,2.17
2023,31,Nebraska,1978379,152341,7.7
2023,32,Nevada,3194176,614779,19.25
2023,33,New Hampshire,1402054,94873,6.77
2023,34,New Jersey,9290841,2250431,24.22
2023,35,New Mexico,2114371,215697,10.2
2023,36,New York,19571216,4517996,23.08
2023,37,North Carolina,10835491,995127,9.18
2023,38,North Dakota,783926,31096,3.97
2023,39,Ohio,11785935,621863,5.28
2023,40,Oklahoma,4053824,247828,6.11
2023,41,Oregon,4233358,406692,9.61
2023,42,Pennsylvania,12961683,1031320,7.96
2023,44,Rhode Island,1095962,161196,14.71
2023,45,South Carolina,5373555,316438,5.89
2023,46,South Dakota,919318,39943,4.34
2023,47,Tennessee,7126489,432020,6.06
2023,48,Texas,30503301,5455292,17.88
2023,49,Utah,3417734,303784,8.89
2023,50,Vermont,647464,29047,4.49
2023,51,Virginia,8715698,1163486,13.35
2023,53,Washington,7812880,1213933,15.54
2023,54,West Virginia,1770071,32326,1.83
2023,55,Wisconsin,5910955,307899,5.21
2023,56,Wyoming,584057,21278,3.64
2023,72,Puerto Rico,3205691,84172,2.63
