year,state_fips,state_name,pop_25plus,bachelors_or_higher,bachelors_pct
2021,15,Hawaii,1021687,360681,35.3
2021,16,Idaho,1257566,386264,30.72
2021,17,Illinois,8730697,3242579,37.14
2021,18,Indiana,4559631,1316787,28.88
2021,19,Iowa,2137261,652742,30.54
2021,20,Kansas,1942133,687452,35.4
2021,21,Kentucky,3077867,830414,26.98
2021,22,Louisiana,3117186,824369,26.45
2021,23,Maine,1015078,365305,35.99
2021,24,Maryland,4273260,1818202,42.55
2021,25,Massachusetts,4934755,2300423,46.62
2021,26,Michigan,6971895,2208170,31.67
2021,27,Minnesota,3898742,1516426,38.9
2021,28,Mississippi,1968167,487663,24.78
2021,29,Missouri,4226634,1340643,31.72
2021,30,Montana,766758,266820,34.8
2021,31,Nebraska,1292536,445261,34.45
2021,32,Nevada,2192826,604626,27.57
2021,33,New Hampshire,1008318,405815,40.25
2021,34,New Jersey,6474427,2790646,43.1
2021,35,New Mexico,1450549,435930,30.05
2021,36,New York,13987094,5583687,39.92
2021,37,North Carolina,7245632,2529657,34.91
2021,38,North Dakota,506739,160847,31.74
2021,39,Ohio,8117973,2493910,30.72
2021,40,Oklahoma,2639889,737183,27.92
2021,41,Oregon,3030635,1101061,36.33
2021,42,Pennsylvania,9161945,3164985,34.54
2021,44,Rhode Island,773464,282326,36.5
2021,45,South Carolina,3598398,1134636,31.53
2021,46,South Dakota,590377,186946,31.67
2021,47,Tennessee,4814533,1467481,30.48
2021,48,Texas,19224688,6366437,33.12
2021,49,Utah,2010727,740097,36.81
2021,50,Vermont,462705,205621,44.44
2021,51,Virginia,5942672,2484460,41.81
2021,53,Washington,5401149,2104662,38.97
2021,54,West Virginia,1265439,305188,24.12
2021,55,Wisconsin,4076339,1326478,32.54
2021,56,Wyoming,395348,115618,29.24
2021,02,Alaska,485779,159290,32.79
2022,01,Alabama,3474924,1000791,28.8
2022,02,Alaska,489218,149646,30.59
2022,04,Arizona,5053656,1666139,32.97
2022,05,Arkansas,2057624,522807,25.41
2022,06,California,26866773,9935941,36.98
2022,08,Colorado,4084004,1875132,45.91
2022,09,Connecticut,2545188,1066404,41.9
2022,10,Delaware,724041,264384,36.52
2022,11,District of Columbia,479231,313274,65.37
2022,12,Florida,16104410,5518418,34.27
2022,13,Georgia,7332980,2544114,34.69
2022,15,Hawaii,1023843,362704,35.43
2022,16,Idaho,1280178,413168,32.27
2022,17,Illinois,8692839,3275418,37.68
2022,18,Indiana,4584460,1357012,29.6
2022,19,Iowa,2159511,697806,32.31
2022,20,Kansas,1944891,692543,35.61
2022,21,Kentucky,3091499,861336,27.86
2022,22,Louisiana,3096121,840106,27.13
2022,23,Maine,1030141,371558,36.07
2022,24,Maryland,4286216,1878705,43.83
2022,25,Massachusetts,4947384,2307709,46.65
2022,26,Michigan,6978952,2241852,32.12
2022,27,Minnesota,3918565,1533711,39.14
2022,28,Mississippi,1963322,486186,24.76
2022,29,Missouri,4236010,1364017,32.2
2022,30,Montana,785438,271742,34.6
2022,31,Nebraska,1300094,450517,34.65
2022,32,Nevada,2223852,601212,27.03
2022,33,New Hampshire,1024780,423270,41.3
2022,34,New Jersey,6482223,2821608,43.53
2022,35,New Mexico,1453129,442597,30.46
2022,36,New York,13892241,5556561,40.0
2022,37,North Carolina,7372120,2647999,35.92
2022,38,North Dakota,514786,163841,31.83
2022,39,Ohio,8130929,2600379,31.98
2022,40,Oklahoma,2661141,758917,28.52
2022,41,Oregon,3043930,1106239,36.34
2022,42,Pennsylvania,9151744,3209693,35.07
2022,44,Rhode Island,778191,308412,39.63
2022,45,South Carolina,3664922,1194503,32.59
2022,46,South Dakota,605735,191317,31.58
2022,47,Tennessee,4868110,1513960,31.1
2022,48,Texas,19597383,6651408,33.94
2022,49,Utah,2042912,775049,37.94
2022,50,Vermont,467643,206839,44.23
2022,51,Virginia,5978782,2522034,42.18
2022,53,Washington,5470209,2159683,39.48
2022,54,West Virginia,1262566,313086,24.8
2022,55,Wisconsin,4088500,1358421,33.23
2022,56,Wyoming,399796,118166,29.56
2022,72,Puerto Rico,2404438,717719,29.85
2023,01,Alabama,3498967,1010840,28.89
2023,02,Alaska,493892,159207,32.24
2023,04,Arizona,5150254,1726116,33.52
2023,05,Arkansas,2078254,544020,26.18
2023,06,California,26969649,10110325,37.49
2023,08,Colorado,4135123,1920057,46.43
2023,09,Connecticut,2559922,1098315,42.9
2023,10,Delaware,731427,266702,36.46
2023,11,District of Columbia,482919,318457,65.94
2023,12,Florida,16421870,5733894,34.92
2023,13,Georgia,7448119,2637795,35.42
2023,15,Hawaii,1024897,379209,37.0
2023,16,Idaho,1305704,419687,32.14
2023,17,Illinois,8710996,3334374,38.28
2023,18,Indiana,4614970,1394398,30.21
2023,19,Iowa,2166425,683500,31.55
2023,20,Kansas,1956252,700713,35.82
2023,21,Kentucky,3107275,865265,27.85
2023,22,Louisiana,3102893,837518,26.99
2023,23,Maine,1039460,384543,36.99
2023,24,Maryland,4297439,1880000,43.75
2023,25,Massachusetts,4975152,2377209,47.78
2023,26,Michigan,7007856,2289862,32.68
2023,27,Minnesota,3941575,1576206,39.99
2023,28,Mississippi,1980147,505672,25.54
2023,29,Missouri,4255810,1413984,33.22
2023,30,Montana,795845,275535,34.62
2023,31,Nebraska,1307246,461280,35.29
2023,32,Nevada,2253253,647151,28.72
2023,33,New Hampshire,1030965,420101,40.75
2023,34,New Jersey,6511081,2850285,43.78
2023,35,New Mexico,1471057,465561,31.65
2023,36,New York,13885155,5642907,40.64
2023,37,North Carolina,7487552,2754921,36.79
2023,38,North Dakota,520006,174474,33.55
2023,39,Ohio,8172692,2618045,32.03
2023,40,Oklahoma,2684421,770810,28.71
2023,41,Oregon,3050675,1148638,37.65
2023,42,Pennsylvania,9171006,3241343,35.34
2023,44,Rhode Island,786493,307099,39.05
2023,45,South Carolina,3745394,1232848,32.92
2023,46,South Dakota,615517,204967,33.3
2023,47,Tennessee,4931967,1562612,31.68
2023,48,Texas,20029447,6858406,34.24
2023,49,Utah,2085019,800376,38.39
2023,50,Vermont,471255,205807,43.67
2023,51,Virginia,6037339,2561362,42.43
2023,53,Washington,5511197,2229338,40.45
2023,54,West Virginia,1259219,302079,23.99
2023,55,Wisconsin,4116216,1389399,33.75
2023,56,Wyoming,403853,122876,30.43
2023,72,Puerto Rico,2407254,741119,30.79
